,Survey,List,Participant,Nativeness,Age,Gender,Education,ItemID,Response,Scenario,Suspect,EStrength,ItemType,Condition,Item,ItemC,CorrectControl,Fillertype,EvidenceType,Evident
1259,Survey2,1,Survey2_29,British English,38,she/her,NA,Item9a,believe,Interrogation,EB,strong,Item,c,9,9 sI,NA,No,statement,100
1260,Survey2,1,Survey2_29,British English,38,she/her,NA,Item10b,believe,Interrogation,EB,weak,Item,d,10,10 wI,NA,No,document,10
1261,Survey2,2,Survey2_3,British English,18,she/her,Secondary School,Item11b,believe,Briefing,JS,weak,Item,b,11,11 wB,NA,No,statement,19
1262,Survey2,2,Survey2_3,British English,18,she/her,Secondary School,Item12a,believe,Briefing,JS,strong,Item,a,12,12 sB,NA,No,document,100
1263,Survey2,2,Survey2_3,British English,18,she/her,Secondary School,Item13b,know,Briefing,JS,weak,Item,b,13,13 wB,NA,No,statement,74
1264,Survey2,2,Survey2_3,British English,18,she/her,Secondary School,Item14a,know,Briefing,JS,strong,Item,a,14,14 sB,NA,No,picture,100
1266,Survey2,2,Survey2_3,British English,18,she/her,Secondary School,Item16a,believe,Briefing,JS,strong,Item,a,16,16 sB,NA,No,document,100
1267,Survey2,2,Survey2_3,British English,18,she/her,Secondary School,Item17b,believe,Briefing,JS,weak,Item,b,17,17 wB,NA,No,document,81
1268,Survey2,2,Survey2_3,British English,18,she/her,Secondary School,Item18a,know,Briefing,JS,strong,Item,a,18,18 sB,NA,No,statement,100
1269,Survey2,2,Survey2_3,British English,18,she/her,Secondary School,Item19b,believe,Briefing,JS,weak,Item,b,19,19 wB,NA,No,statement,84
1270,Survey2,2,Survey2_3,British English,18,she/her,Secondary School,Item20a,know,Briefing,JS,strong,Item,a,20,20 sB,NA,No,document,82
1272,Survey2,2,Survey2_3,British English,18,she/her,Secondary School,Item2a,believe,Interrogation,EB,strong,Item,c,2,2 sI,NA,No,picture,72
1273,Survey2,2,Survey2_3,British English,18,she/her,Secondary School,Item3b,believe,Interrogation,EB,weak,Item,d,3,3 wI,NA,No,document,92
1274,Survey2,2,Survey2_3,British English,18,she/her,Secondary School,Item4a,know,Interrogation,EB,strong,Item,c,4,4 sI,NA,No,picture,100
1275,Survey2,2,Survey2_3,British English,18,she/her,Secondary School,Item5b,know,Interrogation,EB,weak,Item,d,5,5 wI,NA,No,document,100
1276,Survey2,2,Survey2_3,British English,18,she/her,Secondary School,Item6a,know,Interrogation,EB,strong,Item,c,6,6 sI,NA,No,picture,72
1277,Survey2,2,Survey2_3,British English,18,she/her,Secondary School,Item7b,believe,Interrogation,EB,weak,Item,d,7,7 wI,NA,No,statement,50
1278,Survey2,2,Survey2_3,British English,18,she/her,Secondary School,Item8a,know,Interrogation,EB,strong,Item,c,8,8 sI,NA,No,document,99
1279,Survey2,2,Survey2_3,British English,18,she/her,Secondary School,Item9b,know,Interrogation,EB,weak,Item,d,9,9 wI,NA,No,picture,40
1280,Survey2,2,Survey2_3,British English,18,she/her,Secondary School,Item10a,know,Interrogation,EB,strong,Item,c,10,10 sI,NA,No,statement,100
1281,Survey2,2,Survey2_30,British English,31,he/him,Secondary School,Item11b,know,Briefing,JS,weak,Item,b,11,11 wB,NA,No,statement,20
1282,Survey2,2,Survey2_30,British English,31,he/him,Secondary School,Item12a,know,Briefing,JS,strong,Item,a,12,12 sB,NA,No,document,75
1283,Survey2,2,Survey2_30,British English,31,he/him,Secondary School,Item13b,believe,Briefing,JS,weak,Item,b,13,13 wB,NA,No,statement,77
1284,Survey2,2,Survey2_30,British English,31,he/him,Secondary School,Item14a,know,Briefing,JS,strong,Item,a,14,14 sB,NA,No,picture,100
1285,Survey2,2,Survey2_30,British English,31,he/him,Secondary School,Item15b,know,Briefing,JS,weak,Item,b,15,15 wB,NA,No,document,91
1286,Survey2,2,Survey2_30,British English,31,he/him,Secondary School,Item16a,believe,Briefing,JS,strong,Item,a,16,16 sB,NA,No,document,91
1287,Survey2,2,Survey2_30,British English,31,he/him,Secondary School,Item17b,know,Briefing,JS,weak,Item,b,17,17 wB,NA,No,document,94
1288,Survey2,2,Survey2_30,British English,31,he/him,Secondary School,Item18a,know,Briefing,JS,strong,Item,a,18,18 sB,NA,No,statement,95
1289,Survey2,2,Survey2_30,British English,31,he/him,Secondary School,Item19b,know,Briefing,JS,weak,Item,b,19,19 wB,NA,No,statement,81
1290,Survey2,2,Survey2_30,British English,31,he/him,Secondary School,Item20a,know,Briefing,JS,strong,Item,a,20,20 sB,NA,No,document,81
1291,Survey2,2,Survey2_30,British English,31,he/him,Secondary School,Item1b,believe,Interrogation,EB,weak,Item,d,1,1 wI,NA,No,statement,92
1292,Survey2,2,Survey2_30,British English,31,he/him,Secondary School,Item2a,believe,Interrogation,EB,strong,Item,c,2,2 sI,NA,No,picture,79
1293,Survey2,2,Survey2_30,British English,31,he/him,Secondary School,Item3b,know,Interrogation,EB,weak,Item,d,3,3 wI,NA,No,document,75
1294,Survey2,2,Survey2_30,British English,31,he/him,Secondary School,Item4a,believe,Interrogation,EB,strong,Item,c,4,4 sI,NA,No,picture,82
1295,Survey2,2,Survey2_30,British English,31,he/him,Secondary School,Item5b,believe,Interrogation,EB,weak,Item,d,5,5 wI,NA,No,document,83
1296,Survey2,2,Survey2_30,British English,31,he/him,Secondary School,Item6a,believe,Interrogation,EB,strong,Item,c,6,6 sI,NA,No,picture,60
1297,Survey2,2,Survey2_30,British English,31,he/him,Secondary School,Item7b,know,Interrogation,EB,weak,Item,d,7,7 wI,NA,No,statement,92
1298,Survey2,2,Survey2_30,British English,31,he/him,Secondary School,Item8a,know,Interrogation,EB,strong,Item,c,8,8 sI,NA,No,document,75
1299,Survey2,2,Survey2_30,British English,31,he/him,Secondary School,Item9b,know,Interrogation,EB,weak,Item,d,9,9 wI,NA,No,picture,72
1300,Survey2,2,Survey2_30,British English,31,he/him,Secondary School,Item10a,know,Interrogation,EB,strong,Item,c,10,10 sI,NA,No,statement,100
1302,Survey2,2,Survey2_31,British English,30,she/her,Bachelor Degree,Item12a,believe,Briefing,JS,strong,Item,a,12,12 sB,NA,No,document,100
1303,Survey2,2,Survey2_31,British English,30,she/her,Bachelor Degree,Item13b,believe,Briefing,JS,weak,Item,b,13,13 wB,NA,No,statement,100
1304,Survey2,2,Survey2_31,British English,30,she/her,Bachelor Degree,Item14a,know,Briefing,JS,strong,Item,a,14,14 sB,NA,No,picture,100
1305,Survey2,2,Survey2_31,British English,30,she/her,Bachelor Degree,Item15b,believe,Briefing,JS,weak,Item,b,15,15 wB,NA,No,document,100
1306,Survey2,2,Survey2_31,British English,30,she/her,Bachelor Degree,Item16a,believe,Briefing,JS,strong,Item,a,16,16 sB,NA,No,document,100
1307,Survey2,2,Survey2_31,British English,30,she/her,Bachelor Degree,Item17b,believe,Briefing,JS,weak,Item,b,17,17 wB,NA,No,document,80
1308,Survey2,2,Survey2_31,British English,30,she/her,Bachelor Degree,Item18a,know,Briefing,JS,strong,Item,a,18,18 sB,NA,No,statement,100
1310,Survey2,2,Survey2_31,British English,30,she/her,Bachelor Degree,Item20a,know,Briefing,JS,strong,Item,a,20,20 sB,NA,No,document,90
1311,Survey2,2,Survey2_31,British English,30,she/her,Bachelor Degree,Item1b,believe,Interrogation,EB,weak,Item,d,1,1 wI,NA,No,statement,65
1312,Survey2,2,Survey2_31,British English,30,she/her,Bachelor Degree,Item2a,know,Interrogation,EB,strong,Item,c,2,2 sI,NA,No,picture,90
1313,Survey2,2,Survey2_31,British English,30,she/her,Bachelor Degree,Item3b,know,Interrogation,EB,weak,Item,d,3,3 wI,NA,No,document,70
1314,Survey2,2,Survey2_31,British English,30,she/her,Bachelor Degree,Item4a,know,Interrogation,EB,strong,Item,c,4,4 sI,NA,No,picture,70
1315,Survey2,2,Survey2_31,British English,30,she/her,Bachelor Degree,Item5b,know,Interrogation,EB,weak,Item,d,5,5 wI,NA,No,document,60
1316,Survey2,2,Survey2_31,British English,30,she/her,Bachelor Degree,Item6a,know,Interrogation,EB,strong,Item,c,6,6 sI,NA,No,picture,80
1317,Survey2,2,Survey2_31,British English,30,she/her,Bachelor Degree,Item7b,believe,Interrogation,EB,weak,Item,d,7,7 wI,NA,No,statement,40
1318,Survey2,2,Survey2_31,British English,30,she/her,Bachelor Degree,Item8a,know,Interrogation,EB,strong,Item,c,8,8 sI,NA,No,document,90
1319,Survey2,2,Survey2_31,British English,30,she/her,Bachelor Degree,Item9b,believe,Interrogation,EB,weak,Item,d,9,9 wI,NA,No,picture,50
1320,Survey2,2,Survey2_31,British English,30,she/her,Bachelor Degree,Item10a,believe,Interrogation,EB,strong,Item,c,10,10 sI,NA,No,statement,100
1321,Survey2,1,Survey2_32,British English,66,he/him,Bachelor Degree,Item11a,know,Briefing,JS,strong,Item,a,11,11 sB,NA,No,document,100
1322,Survey2,1,Survey2_32,British English,66,he/him,Bachelor Degree,Item12b,believe,Briefing,JS,weak,Item,b,12,12 wB,NA,No,document,100
1323,Survey2,1,Survey2_32,British English,66,he/him,Bachelor Degree,Item13a,know,Briefing,JS,strong,Item,a,13,13 sB,NA,No,document,40
1325,Survey2,1,Survey2_32,British English,66,he/him,Bachelor Degree,Item15a,believe,Briefing,JS,strong,Item,a,15,15 sB,NA,No,document,100
1326,Survey2,1,Survey2_32,British English,66,he/him,Bachelor Degree,Item16b,believe,Briefing,JS,weak,Item,b,16,16 wB,NA,No,statement,12
1327,Survey2,1,Survey2_32,British English,66,he/him,Bachelor Degree,Item17a,know,Briefing,JS,strong,Item,a,17,17 sB,NA,No,statement,10
1329,Survey2,1,Survey2_32,British English,66,he/him,Bachelor Degree,Item19a,know,Briefing,JS,strong,Item,a,19,19 sB,NA,No,picture,100
1330,Survey2,1,Survey2_32,British English,66,he/him,Bachelor Degree,Item20b,believe,Briefing,JS,weak,Item,b,20,20 wB,NA,No,document,74
1332,Survey2,1,Survey2_32,British English,66,he/him,Bachelor Degree,Item2b,believe,Interrogation,EB,weak,Item,d,2,2 wI,NA,No,statement,20
1333,Survey2,1,Survey2_32,British English,66,he/him,Bachelor Degree,Item3a,know,Interrogation,EB,strong,Item,c,3,3 sI,NA,No,picture,93
1334,Survey2,1,Survey2_32,British English,66,he/him,Bachelor Degree,Item4b,know,Interrogation,EB,weak,Item,d,4,4 wI,NA,No,document,19
1335,Survey2,1,Survey2_32,British English,66,he/him,Bachelor Degree,Item5a,know,Interrogation,EB,strong,Item,c,5,5 sI,NA,No,statement,93
1336,Survey2,1,Survey2_32,British English,66,he/him,Bachelor Degree,Item6b,believe,Interrogation,EB,weak,Item,d,6,6 wI,NA,No,document,9
1337,Survey2,1,Survey2_32,British English,66,he/him,Bachelor Degree,Item7a,believe,Interrogation,EB,strong,Item,c,7,7 sI,NA,No,picture,100
1338,Survey2,1,Survey2_32,British English,66,he/him,Bachelor Degree,Item8b,know,Interrogation,EB,weak,Item,d,8,8 wI,NA,No,document,50
1339,Survey2,1,Survey2_32,British English,66,he/him,Bachelor Degree,Item9a,know,Interrogation,EB,strong,Item,c,9,9 sI,NA,No,statement,91
1340,Survey2,1,Survey2_32,British English,66,he/him,Bachelor Degree,Item10b,believe,Interrogation,EB,weak,Item,d,10,10 wI,NA,No,document,1
1341,Survey2,2,Survey2_33,British English,56,she/her,Secondary School,Item11b,believe,Briefing,JS,weak,Item,b,11,11 wB,NA,No,statement,20
1342,Survey2,2,Survey2_33,British English,56,she/her,Secondary School,Item12a,believe,Briefing,JS,strong,Item,a,12,12 sB,NA,No,document,96
1343,Survey2,2,Survey2_33,British English,56,she/her,Secondary School,Item13b,believe,Briefing,JS,weak,Item,b,13,13 wB,NA,No,statement,92
1344,Survey2,2,Survey2_33,British English,56,she/her,Secondary School,Item14a,believe,Briefing,JS,strong,Item,a,14,14 sB,NA,No,picture,92
1345,Survey2,2,Survey2_33,British English,56,she/her,Secondary School,Item15b,believe,Briefing,JS,weak,Item,b,15,15 wB,NA,No,document,75
1346,Survey2,2,Survey2_33,British English,56,she/her,Secondary School,Item16a,believe,Briefing,JS,strong,Item,a,16,16 sB,NA,No,document,88
1347,Survey2,2,Survey2_33,British English,56,she/her,Secondary School,Item17b,believe,Briefing,JS,weak,Item,b,17,17 wB,NA,No,document,72
1348,Survey2,2,Survey2_33,British English,56,she/her,Secondary School,Item18a,know,Briefing,JS,strong,Item,a,18,18 sB,NA,No,statement,98
1349,Survey2,2,Survey2_33,British English,56,she/her,Secondary School,Item19b,believe,Briefing,JS,weak,Item,b,19,19 wB,NA,No,statement,43
1350,Survey2,2,Survey2_33,British English,56,she/her,Secondary School,Item20a,know,Briefing,JS,strong,Item,a,20,20 sB,NA,No,document,99
1353,Survey2,2,Survey2_33,British English,56,she/her,Secondary School,Item3b,know,Interrogation,EB,weak,Item,d,3,3 wI,NA,No,document,50
1354,Survey2,2,Survey2_33,British English,56,she/her,Secondary School,Item4a,know,Interrogation,EB,strong,Item,c,4,4 sI,NA,No,picture,89
1355,Survey2,2,Survey2_33,British English,56,she/her,Secondary School,Item5b,believe,Interrogation,EB,weak,Item,d,5,5 wI,NA,No,document,45
1356,Survey2,2,Survey2_33,British English,56,she/her,Secondary School,Item6a,know,Interrogation,EB,strong,Item,c,6,6 sI,NA,No,picture,86
1357,Survey2,2,Survey2_33,British English,56,she/her,Secondary School,Item7b,believe,Interrogation,EB,weak,Item,d,7,7 wI,NA,No,statement,69
1360,Survey2,2,Survey2_33,British English,56,she/her,Secondary School,Item10a,believe,Interrogation,EB,strong,Item,c,10,10 sI,NA,No,statement,100
1361,Survey2,2,Survey2_34,British English,27,she/her,Secondary School,Item11b,believe,Briefing,JS,weak,Item,b,11,11 wB,NA,No,statement,15
1362,Survey2,2,Survey2_34,British English,27,she/her,Secondary School,Item12a,believe,Briefing,JS,strong,Item,a,12,12 sB,NA,No,document,100
1363,Survey2,2,Survey2_34,British English,27,she/her,Secondary School,Item13b,believe,Briefing,JS,weak,Item,b,13,13 wB,NA,No,statement,95
1364,Survey2,2,Survey2_34,British English,27,she/her,Secondary School,Item14a,know,Briefing,JS,strong,Item,a,14,14 sB,NA,No,picture,100
1365,Survey2,2,Survey2_34,British English,27,she/her,Secondary School,Item15b,believe,Briefing,JS,weak,Item,b,15,15 wB,NA,No,document,100
1366,Survey2,2,Survey2_34,British English,27,she/her,Secondary School,Item16a,believe,Briefing,JS,strong,Item,a,16,16 sB,NA,No,document,60
1367,Survey2,2,Survey2_34,British English,27,she/her,Secondary School,Item17b,believe,Briefing,JS,weak,Item,b,17,17 wB,NA,No,document,35
1368,Survey2,2,Survey2_34,British English,27,she/her,Secondary School,Item18a,know,Briefing,JS,strong,Item,a,18,18 sB,NA,No,statement,100
1369,Survey2,2,Survey2_34,British English,27,she/her,Secondary School,Item19b,believe,Briefing,JS,weak,Item,b,19,19 wB,NA,No,statement,75
1370,Survey2,2,Survey2_34,British English,27,she/her,Secondary School,Item20a,know,Briefing,JS,strong,Item,a,20,20 sB,NA,No,document,95
1371,Survey2,2,Survey2_34,British English,27,she/her,Secondary School,Item1b,know,Interrogation,EB,weak,Item,d,1,1 wI,NA,No,statement,60
1372,Survey2,2,Survey2_34,British English,27,she/her,Secondary School,Item2a,know,Interrogation,EB,strong,Item,c,2,2 sI,NA,No,picture,85
1373,Survey2,2,Survey2_34,British English,27,she/her,Secondary School,Item3b,know,Interrogation,EB,weak,Item,d,3,3 wI,NA,No,document,35
1374,Survey2,2,Survey2_34,British English,27,she/her,Secondary School,Item4a,know,Interrogation,EB,strong,Item,c,4,4 sI,NA,No,picture,100
1375,Survey2,2,Survey2_34,British English,27,she/her,Secondary School,Item5b,believe,Interrogation,EB,weak,Item,d,5,5 wI,NA,No,document,75
1376,Survey2,2,Survey2_34,British English,27,she/her,Secondary School,Item6a,know,Interrogation,EB,strong,Item,c,6,6 sI,NA,No,picture,75
1377,Survey2,2,Survey2_34,British English,27,she/her,Secondary School,Item7b,believe,Interrogation,EB,weak,Item,d,7,7 wI,NA,No,statement,60
1378,Survey2,2,Survey2_34,British English,27,she/her,Secondary School,Item8a,know,Interrogation,EB,strong,Item,c,8,8 sI,NA,No,document,100
1379,Survey2,2,Survey2_34,British English,27,she/her,Secondary School,Item9b,believe,Interrogation,EB,weak,Item,d,9,9 wI,NA,No,picture,12
1380,Survey2,2,Survey2_34,British English,27,she/her,Secondary School,Item10a,know,Interrogation,EB,strong,Item,c,10,10 sI,NA,No,statement,100
1381,Survey2,1,Survey2_35,British English,57,he/him,Secondary School,Item11a,know,Briefing,JS,strong,Item,a,11,11 sB,NA,No,document,64
1382,Survey2,1,Survey2_35,British English,57,he/him,Secondary School,Item12b,believe,Briefing,JS,weak,Item,b,12,12 wB,NA,No,document,64
1383,Survey2,1,Survey2_35,British English,57,he/him,Secondary School,Item13a,believe,Briefing,JS,strong,Item,a,13,13 sB,NA,No,document,81
1384,Survey2,1,Survey2_35,British English,57,he/him,Secondary School,Item14b,believe,Briefing,JS,weak,Item,b,14,14 wB,NA,No,statement,60
1385,Survey2,1,Survey2_35,British English,57,he/him,Secondary School,Item15a,know,Briefing,JS,strong,Item,a,15,15 sB,NA,No,document,70
1386,Survey2,1,Survey2_35,British English,57,he/him,Secondary School,Item16b,believe,Briefing,JS,weak,Item,b,16,16 wB,NA,No,statement,63
1387,Survey2,1,Survey2_35,British English,57,he/him,Secondary School,Item17a,know,Briefing,JS,strong,Item,a,17,17 sB,NA,No,statement,75
1388,Survey2,1,Survey2_35,British English,57,he/him,Secondary School,Item18b,believe,Briefing,JS,weak,Item,b,18,18 wB,NA,No,document,61
1389,Survey2,1,Survey2_35,British English,57,he/him,Secondary School,Item19a,know,Briefing,JS,strong,Item,a,19,19 sB,NA,No,picture,78
1390,Survey2,1,Survey2_35,British English,57,he/him,Secondary School,Item20b,believe,Briefing,JS,weak,Item,b,20,20 wB,NA,No,document,61
1391,Survey2,1,Survey2_35,British English,57,he/him,Secondary School,Item1a,believe,Interrogation,EB,strong,Item,c,1,1 sI,NA,No,document,91
1392,Survey2,1,Survey2_35,British English,57,he/him,Secondary School,Item2b,know,Interrogation,EB,weak,Item,d,2,2 wI,NA,No,statement,61
1393,Survey2,1,Survey2_35,British English,57,he/him,Secondary School,Item3a,know,Interrogation,EB,strong,Item,c,3,3 sI,NA,No,picture,91
1394,Survey2,1,Survey2_35,British English,57,he/him,Secondary School,Item4b,believe,Interrogation,EB,weak,Item,d,4,4 wI,NA,No,document,59
1395,Survey2,1,Survey2_35,British English,57,he/him,Secondary School,Item5a,believe,Interrogation,EB,strong,Item,c,5,5 sI,NA,No,statement,89
1396,Survey2,1,Survey2_35,British English,57,he/him,Secondary School,Item6b,believe,Interrogation,EB,weak,Item,d,6,6 wI,NA,No,document,58
1397,Survey2,1,Survey2_35,British English,57,he/him,Secondary School,Item7a,believe,Interrogation,EB,strong,Item,c,7,7 sI,NA,No,picture,90
1398,Survey2,1,Survey2_35,British English,57,he/him,Secondary School,Item8b,believe,Interrogation,EB,weak,Item,d,8,8 wI,NA,No,document,67
1399,Survey2,1,Survey2_35,British English,57,he/him,Secondary School,Item9a,know,Interrogation,EB,strong,Item,c,9,9 sI,NA,No,statement,62
1400,Survey2,1,Survey2_35,British English,57,he/him,Secondary School,Item10b,know,Interrogation,EB,weak,Item,d,10,10 wI,NA,No,document,56
1402,Survey2,2,Survey2_36,British English,54,she/her,Bachelor Degree,Item12a,know,Briefing,JS,strong,Item,a,12,12 sB,NA,No,document,100
1404,Survey2,2,Survey2_36,British English,54,she/her,Bachelor Degree,Item14a,believe,Briefing,JS,strong,Item,a,14,14 sB,NA,No,picture,100
1406,Survey2,2,Survey2_36,British English,54,she/her,Bachelor Degree,Item16a,believe,Briefing,JS,strong,Item,a,16,16 sB,NA,No,document,28
1408,Survey2,2,Survey2_36,British English,54,she/her,Bachelor Degree,Item18a,believe,Briefing,JS,strong,Item,a,18,18 sB,NA,No,statement,100
1410,Survey2,2,Survey2_36,British English,54,she/her,Bachelor Degree,Item20a,know,Briefing,JS,strong,Item,a,20,20 sB,NA,No,document,100
1412,Survey2,2,Survey2_36,British English,54,she/her,Bachelor Degree,Item2a,know,Interrogation,EB,strong,Item,c,2,2 sI,NA,No,picture,100
1413,Survey2,2,Survey2_36,British English,54,she/her,Bachelor Degree,Item3b,believe,Interrogation,EB,weak,Item,d,3,3 wI,NA,No,document,61
1414,Survey2,2,Survey2_36,British English,54,she/her,Bachelor Degree,Item4a,know,Interrogation,EB,strong,Item,c,4,4 sI,NA,No,picture,91
1415,Survey2,2,Survey2_36,British English,54,she/her,Bachelor Degree,Item5b,believe,Interrogation,EB,weak,Item,d,5,5 wI,NA,No,document,50
1416,Survey2,2,Survey2_36,British English,54,she/her,Bachelor Degree,Item6a,believe,Interrogation,EB,strong,Item,c,6,6 sI,NA,No,picture,50
1417,Survey2,2,Survey2_36,British English,54,she/her,Bachelor Degree,Item7b,believe,Interrogation,EB,weak,Item,d,7,7 wI,NA,No,statement,10
1418,Survey2,2,Survey2_36,British English,54,she/her,Bachelor Degree,Item8a,know,Interrogation,EB,strong,Item,c,8,8 sI,NA,No,document,19
1419,Survey2,2,Survey2_36,British English,54,she/her,Bachelor Degree,Item9b,believe,Interrogation,EB,weak,Item,d,9,9 wI,NA,No,picture,11
1420,Survey2,2,Survey2_36,British English,54,she/her,Bachelor Degree,Item10a,know,Interrogation,EB,strong,Item,c,10,10 sI,NA,No,statement,100
1421,Survey2,2,Survey2_37,British English,64,he/him,Secondary School,Item11b,believe,Briefing,JS,weak,Item,b,11,11 wB,NA,No,statement,74
1422,Survey2,2,Survey2_37,British English,64,he/him,Secondary School,Item12a,believe,Briefing,JS,strong,Item,a,12,12 sB,NA,No,document,100
1424,Survey2,2,Survey2_37,British English,64,he/him,Secondary School,Item14a,believe,Briefing,JS,strong,Item,a,14,14 sB,NA,No,picture,98
1425,Survey2,2,Survey2_37,British English,64,he/him,Secondary School,Item15b,believe,Briefing,JS,weak,Item,b,15,15 wB,NA,No,document,91
1426,Survey2,2,Survey2_37,British English,64,he/him,Secondary School,Item16a,believe,Briefing,JS,strong,Item,a,16,16 sB,NA,No,document,27
1427,Survey2,2,Survey2_37,British English,64,he/him,Secondary School,Item17b,believe,Briefing,JS,weak,Item,b,17,17 wB,NA,No,document,97
1428,Survey2,2,Survey2_37,British English,64,he/him,Secondary School,Item18a,believe,Briefing,JS,strong,Item,a,18,18 sB,NA,No,statement,93
1429,Survey2,2,Survey2_37,British English,64,he/him,Secondary School,Item19b,believe,Briefing,JS,weak,Item,b,19,19 wB,NA,No,statement,84
1430,Survey2,2,Survey2_37,British English,64,he/him,Secondary School,Item20a,know,Briefing,JS,strong,Item,a,20,20 sB,NA,No,document,100
1431,Survey2,2,Survey2_37,British English,64,he/him,Secondary School,Item1b,believe,Interrogation,EB,weak,Item,d,1,1 wI,NA,No,statement,61
1432,Survey2,2,Survey2_37,British English,64,he/him,Secondary School,Item2a,know,Interrogation,EB,strong,Item,c,2,2 sI,NA,No,picture,83
1433,Survey2,2,Survey2_37,British English,64,he/him,Secondary School,Item3b,know,Interrogation,EB,weak,Item,d,3,3 wI,NA,No,document,96
1434,Survey2,2,Survey2_37,British English,64,he/him,Secondary School,Item4a,know,Interrogation,EB,strong,Item,c,4,4 sI,NA,No,picture,90
1435,Survey2,2,Survey2_37,British English,64,he/him,Secondary School,Item5b,know,Interrogation,EB,weak,Item,d,5,5 wI,NA,No,document,50
1436,Survey2,2,Survey2_37,British English,64,he/him,Secondary School,Item6a,believe,Interrogation,EB,strong,Item,c,6,6 sI,NA,No,picture,84
1437,Survey2,2,Survey2_37,British English,64,he/him,Secondary School,Item7b,believe,Interrogation,EB,weak,Item,d,7,7 wI,NA,No,statement,87
1438,Survey2,2,Survey2_37,British English,64,he/him,Secondary School,Item8a,know,Interrogation,EB,strong,Item,c,8,8 sI,NA,No,document,97
1439,Survey2,2,Survey2_37,British English,64,he/him,Secondary School,Item9b,believe,Interrogation,EB,weak,Item,d,9,9 wI,NA,No,picture,86
1440,Survey2,2,Survey2_37,British English,64,he/him,Secondary School,Item10a,know,Interrogation,EB,strong,Item,c,10,10 sI,NA,No,statement,96
1441,Survey2,2,Survey2_38,British English,26,he/him,Secondary School,Item11b,believe,Briefing,JS,weak,Item,b,11,11 wB,NA,No,statement,85
1442,Survey2,2,Survey2_38,British English,26,he/him,Secondary School,Item12a,believe,Briefing,JS,strong,Item,a,12,12 sB,NA,No,document,75
1443,Survey2,2,Survey2_38,British English,26,he/him,Secondary School,Item13b,believe,Briefing,JS,weak,Item,b,13,13 wB,NA,No,statement,90
1444,Survey2,2,Survey2_38,British English,26,he/him,Secondary School,Item14a,know,Briefing,JS,strong,Item,a,14,14 sB,NA,No,picture,100
1445,Survey2,2,Survey2_38,British English,26,he/him,Secondary School,Item15b,believe,Briefing,JS,weak,Item,b,15,15 wB,NA,No,document,80
1446,Survey2,2,Survey2_38,British English,26,he/him,Secondary School,Item16a,believe,Briefing,JS,strong,Item,a,16,16 sB,NA,No,document,100
1447,Survey2,2,Survey2_38,British English,26,he/him,Secondary School,Item17b,believe,Briefing,JS,weak,Item,b,17,17 wB,NA,No,document,60
1448,Survey2,2,Survey2_38,British English,26,he/him,Secondary School,Item18a,know,Briefing,JS,strong,Item,a,18,18 sB,NA,No,statement,90
1449,Survey2,2,Survey2_38,British English,26,he/him,Secondary School,Item19b,believe,Briefing,JS,weak,Item,b,19,19 wB,NA,No,statement,85
1450,Survey2,2,Survey2_38,British English,26,he/him,Secondary School,Item20a,know,Briefing,JS,strong,Item,a,20,20 sB,NA,No,document,75
1451,Survey2,2,Survey2_38,British English,26,he/him,Secondary School,Item1b,know,Interrogation,EB,weak,Item,d,1,1 wI,NA,No,statement,50
1452,Survey2,2,Survey2_38,British English,26,he/him,Secondary School,Item2a,believe,Interrogation,EB,strong,Item,c,2,2 sI,NA,No,picture,65
1453,Survey2,2,Survey2_38,British English,26,he/him,Secondary School,Item3b,believe,Interrogation,EB,weak,Item,d,3,3 wI,NA,No,document,70
1454,Survey2,2,Survey2_38,British English,26,he/him,Secondary School,Item4a,believe,Interrogation,EB,strong,Item,c,4,4 sI,NA,No,picture,70
1455,Survey2,2,Survey2_38,British English,26,he/him,Secondary School,Item5b,know,Interrogation,EB,weak,Item,d,5,5 wI,NA,No,document,60
1456,Survey2,2,Survey2_38,British English,26,he/him,Secondary School,Item6a,know,Interrogation,EB,strong,Item,c,6,6 sI,NA,No,picture,80
1457,Survey2,2,Survey2_38,British English,26,he/him,Secondary School,Item7b,believe,Interrogation,EB,weak,Item,d,7,7 wI,NA,No,statement,70
1458,Survey2,2,Survey2_38,British English,26,he/him,Secondary School,Item8a,believe,Interrogation,EB,strong,Item,c,8,8 sI,NA,No,document,90
1459,Survey2,2,Survey2_38,British English,26,he/him,Secondary School,Item9b,believe,Interrogation,EB,weak,Item,d,9,9 wI,NA,No,picture,50
1460,Survey2,2,Survey2_38,British English,26,he/him,Secondary School,Item10a,know,Interrogation,EB,strong,Item,c,10,10 sI,NA,No,statement,100
1464,Survey2,2,Survey2_39,British English,64,he/him,Secondary School,Item14a,know,Briefing,JS,strong,Item,a,14,14 sB,NA,No,picture,100
1465,Survey2,2,Survey2_39,British English,64,he/him,Secondary School,Item15b,believe,Briefing,JS,weak,Item,b,15,15 wB,NA,No,document,97
1466,Survey2,2,Survey2_39,British English,64,he/him,Secondary School,Item16a,know,Briefing,JS,strong,Item,a,16,16 sB,NA,No,document,64
1468,Survey2,2,Survey2_39,British English,64,he/him,Secondary School,Item18a,know,Briefing,JS,strong,Item,a,18,18 sB,NA,No,statement,100
1475,Survey2,2,Survey2_39,British English,64,he/him,Secondary School,Item5b,know,Interrogation,EB,weak,Item,d,5,5 wI,NA,No,document,11
